Woonplaats code,Plaats,Plaatsnaam lengte,Postcode,Gemeente,Provincie
1792,Eeserveen,9,7858–7859,Borger-Odoorn,Drenthe
1791,Eesergroen,10,9537–9537,Borger-Odoorn,Drenthe
1790,Ees,3,9536–9536,Borger-Odoorn,Drenthe
1789,Drouwenerveen,13,9525–9525,Borger-Odoorn,Drenthe
1788,Drouwenermond,13,9523–9523,Borger-Odoorn,Drenthe
1787,Drouwen,7,9533–9533,Borger-Odoorn,Drenthe
1786,Buinerveen,10,9524–9524,Borger-Odoorn,Drenthe
1785,Buinen,6,9528–9528,Borger-Odoorn,Drenthe
1784,Bronnegerveen,13,9526–9526,Borger-Odoorn,Drenthe
1783,Bronneger,9,9527–9527,Borger-Odoorn,Drenthe
1782,Borger,6,9531–9531,Borger-Odoorn,Drenthe
1781,2e Valthermond,14,7877–7877,Borger-Odoorn,Drenthe
1780,2e Exloërmond,13,9571–9571,Borger-Odoorn,Drenthe
1779,1e Exloërmond,13,9573–9573,Borger-Odoorn,Drenthe
1778,Helenaveen,10,5759–5759,Deurne,Noord-Brabant
1777,Neerkant,8,5758–5758,Deurne,Noord-Brabant
1776,Liessel,7,5757–5757,Deurne,Noord-Brabant
1775,Vlierden,8,5756–5756,Deurne,Noord-Brabant
1774,Deurne,6,5751–5754,Deurne,Noord-Brabant
1773,Wamel,5,6659–6659,West Maas en Waal,Gelderland
1772,Maasbommel,10,6627–6627,West Maas en Waal,Gelderland
1771,Dreumel,7,6621–6621,West Maas en Waal,Gelderland
1770,Boven-Leeuwen,13,6657–6657,West Maas en Waal,Gelderland
1769,Beneden-Leeuwen,15,6658–6658,West Maas en Waal,Gelderland
1768,Appeltern,9,6629–6629,West Maas en Waal,Gelderland
1767,Altforst,8,6628–6628,West Maas en Waal,Gelderland
1766,Alphen,6,6626–6626,West Maas en Waal,Gelderland
1765,"Waskemeer /Waskemar",20,8434–8434,Ooststellingwerf,Fryslân
1764,"Ravenswoud /Ravenswâld",23,8427–8427,Ooststellingwerf,Fryslân
1763,"Oosterwolde /Easterwâlde",25,8431–8431,Ooststellingwerf,Fryslân
1762,"Oldeberkoop /Aldeberkeap",25,8421–8421,Ooststellingwerf,Fryslân
1761,"Nijeberkoop /Nijeberkeap",25,8422–8422,Ooststellingwerf,Fryslân
1760,"Makkinga /Makkingea",20,8423–8423,Ooststellingwerf,Fryslân
1759,"Langedijke(n) /Langedike (?)",29,8425–8425,Ooststellingwerf,Fryslân
1756,"Fochteloo /De Fochtel",22,8428–8428,Ooststellingwerf,Fryslân
1755,"Elsloo /Elslo",14,8424–8424,Ooststellingwerf,Fryslân
1754,Donkerbroek,11,8435–8435,Ooststellingwerf,Fryslân
1753,"Appelscha /Appelskea",21,8426–8426,Ooststellingwerf,Fryslân
1752,Raamsdonk,9,4944–4944,Geertruidenberg,Noord-Brabant
1751,Geertruidenberg,15,4931–4931,Geertruidenberg,Noord-Brabant
1750,Raamsdonksveer,14,4941–4942,Geertruidenberg,Noord-Brabant
1749,Purmer,6,1481–1481,Edam-Volendam,Noord-Holland
1748,Volendam,8,1131–1132,Edam-Volendam,Noord-Holland
1747,Edam,4,1135–1135,Edam-Volendam,Noord-Holland
1746,Heerhugowaard,13,1701–1706,Heerhugowaard,Noord-Holland
1745,"Zandhuizen /Sânhuzen",21,8389–8389,Weststellingwerf,Fryslân
1744,"Wolvega /Wolvegea",18,8471–8472,Weststellingwerf,Fryslân
1743,"Vinkega /Finkegea",18,8393–8393,Weststellingwerf,Fryslân
1742,"Ter Idzard /Teridzert",22,8476–8476,Weststellingwerf,Fryslân
1741,Steggerda,9,8395–8395,Weststellingwerf,Fryslân
1740,Spanga,6,8382–8382,Weststellingwerf,Fryslân
1739,"Sonnega /Sonnegea",18,8478–8478,Weststellingwerf,Fryslân
1738,"Slijkenburg /Slikenboarch",26,8489–8489,Weststellingwerf,Fryslân
1737,"Scherpenzeel /Skerpenseel",26,8483–8483,Weststellingwerf,Fryslân
1736,"Peperga /Pepergea",18,8396–8396,Weststellingwerf,Fryslân
1735,Oosterstreek,12,8388–8388,Weststellingwerf,Fryslân
1734,"Oldetrijne /Aldetrine",22,8479–8479,Weststellingwerf,Fryslân
1733,"Oldelamer /Aldlemmer",21,8486–8486,Weststellingwerf,Fryslân
1732,"Oldeholtwolde /Aldeholtwâlde",29,8477–8477,Weststellingwerf,Fryslân
1731,"Oldeholtpade /Aldeholtpea",26,8474–8474,Weststellingwerf,Fryslân
1730,"Noordwolde /Noardwâlde",23,8391–8391,Weststellingwerf,Fryslân
1729,"Nijetrijne /Nijetrine",22,8481–8481,Weststellingwerf,Fryslân
1728,"Nijelamer /Nijelemmer",22,8487–8487,Weststellingwerf,Fryslân
1727,"Nijeholtwolde /Nijeholtwâlde",29,8488–8488,Weststellingwerf,Fryslân
1726,"Nijeholtpade /Nijeholtpea",26,8475–8475,Weststellingwerf,Fryslân
1725,"Munnekeburen /Munnekebuorren",29,8485–8485,Weststellingwerf,Fryslân
1724,"Langelille /De Langelille",26,8484–8484,Weststellingwerf,Fryslân
1723,De Hoeve,8,8394–8394,Weststellingwerf,Fryslân
1722,De Blesse,9,8397–8397,Weststellingwerf,Fryslân
1721,"Boijl /Boyl",12,8392–8392,Weststellingwerf,Fryslân
1720,"Blesdijke /Blesdike",20,8398–8398,Weststellingwerf,Fryslân
1719,Walem,5,6341–6342,Valkenburg aan de Geul,Limburg
1718,Valkenburg,10,6301–6301,Valkenburg aan de Geul,Limburg
1717,Schin op Geul,13,6305–6305,Valkenburg aan de Geul,Limburg
1716,Berg en Terblijt,16,6325–6325,Valkenburg aan de Geul,Limburg
1715,Overdinkel,10,7586–7586,Losser,Overijssel
1714,“de Lutte”,10,7587–7587,Losser,Overijssel
1713,Losser,6,7581–7582,Losser,Overijssel
1712,Glane,5,7585–7585,Losser,Overijssel
1711,Beuningen,9,7588–7588,Losser,Overijssel
1709,Valkenburg,10,2235–2235,Katwijk,Zuid-Holland
1708,Rijnsburg,9,2231–2231,Katwijk,Zuid-Holland
1707,Katwijk,7,2221–2225,Katwijk,Zuid-Holland
1705,Prinsenbeek,11,4841–4841,Breda,Noord-Brabant
1704,Ulvenhout,9,4851–4851,Breda,Noord-Brabant
1701,Gronsveld,9,6247–6247,Eijsden-Margraten,Limburg
1700,Eijsden,7,6245–6245,Eijsden-Margraten,Limburg
1699,Kessel,6,5995–5995,Peel en Maas,Limburg
1698,Sint Geertruid,14,6265–6265,Eijsden-Margraten,Limburg
1697,Scheulder,9,6307–6307,Eijsden-Margraten,Limburg
1696,Noorbeek,8,6255–6255,Eijsden-Margraten,Limburg
1695,Mheer,5,6261–6261,Eijsden-Margraten,Limburg
1694,Margraten,9,6269–6269,Eijsden-Margraten,Limburg
1693,Eckelrade,9,6251–6252,Eijsden-Margraten,Limburg
1692,Cadier en Keer,14,6267–6267,Eijsden-Margraten,Limburg
1691,Bemelen,7,6268–6268,Eijsden-Margraten,Limburg
1690,Banholt,7,6262–6262,Eijsden-Margraten,Limburg
1689,Bleiswijk,9,2665–2665,Lansingerland,Zuid-Holland
1688,Bergschenhoek,13,2661–2661,Lansingerland,Zuid-Holland
1687,Berkel en Rodenrijs,19,2651–2651,Lansingerland,Zuid-Holland
1686,"Wijckel /Wikel",15,8563–8563,De Fryske Marren,Fryslân
1685,Sondel,6,8565–8565,De Fryske Marren,Fryslân
1684,"Sloten /Sleat",14,8556–8556,De Fryske Marren,Fryslân
1683,"Ruigahuizen /Rûgehúzen",23,8564–8564,De Fryske Marren,Fryslân
1682,"Rijs /Riis",11,8572–8572,De Fryske Marren,Fryslân
1681,"Oudemirdum /Aldemardum",23,8567–8567,De Fryske Marren,Fryslân
1680,"Oudega /Aldegea",16,8582–8582,De Fryske Marren,Fryslân
1679,"Nijemirdum /Nijemardum",23,8566–8566,De Fryske Marren,Fryslân
1678,"Mirns /Murns",13,8573–8573,De Fryske Marren,Fryslân
1677,"Kolderwolde /Kolderwâlde",25,8583–8583,De Fryske Marren,Fryslân
1676,Harich,6,8571–8571,De Fryske Marren,Fryslân
1675,"Elahuizen /Ealahúzen",21,8581–8581,De Fryske Marren,Fryslân
1674,Balk,4,8561–8561,De Fryske Marren,Fryslân
1673,"Bakhuizen /Bakhúzen",20,8574–8574,De Fryske Marren,Fryslân
1672,Maastricht Airport,18,6199–6199,Beek,Limburg
1671,Spaubeek,8,6176–6176,Beek,Limburg
1670,Beek,4,6191–6191,Beek,Limburg
1669,Deurningen,10,7562–7562,Oldenzaal,Overijssel
1668,Oldenzaal,9,7571–7577,Oldenzaal,Overijssel
1667,Stoutenburg Noord,17,3836–3836,Amersfoort,Utrecht
1666,Hooglanderveen,14,3829–3829,Amersfoort,Utrecht
1665,Hoogland,8,3828–3828,Amersfoort,Utrecht
1664,Amersfoort,10,3801–3821,Amersfoort,Utrecht
1663,Rekken,6,7157–7157,Berkelland,Gelderland
1662,Eibergen,8,7151–7152,Berkelland,Gelderland
1661,Beltrum,7,7156–7156,Berkelland,Gelderland
1660,Haarlo,6,7273–7273,Berkelland,Gelderland
1659,Borculo,7,7271–7271,Berkelland,Gelderland
1658,Ruurlo,6,7261–7261,Berkelland,Gelderland
1657,Rietmolen,9,7165–7165,Berkelland,Gelderland
1656,Neede,5,7161–7161,Berkelland,Gelderland
1655,Geesteren,9,7274–7274,Berkelland,Gelderland
1654,Gelselaar,9,7275–7275,Berkelland,Gelderland
1653,Zuidvelde,9,9335–9335,Noordenveld,Drenthe
1652,Westervelde,11,9337–9337,Noordenveld,Drenthe
1651,Veenhuizen,10,9341–9341,Noordenveld,Drenthe
1649,Roderwolde,10,9315–9315,Noordenveld,Drenthe
1647,Roden,5,9301–9302,Noordenveld,Drenthe
1646,Peize,5,9321–9321,Noordenveld,Drenthe
1645,Peest,5,9334–9334,Noordenveld,Drenthe
1644,Norg,4,9331–9331,Noordenveld,Drenthe
1643,Nieuw-Roden,11,9311–9311,Noordenveld,Drenthe
1642,Nietap,6,9312–9312,Noordenveld,Drenthe
1641,Matsloot,8,9749–9749,Noordenveld,Drenthe
1640,Lieveren,8,9304–9304,Noordenveld,Drenthe
1639,Leutingewolde,13,9313–9313,Noordenveld,Drenthe
1638,Langelo,7,9333–9333,Noordenveld,Drenthe
1637,Huis ter Heide,14,9336–9336,Noordenveld,Drenthe
1636,Foxwolde,8,9314–9314,Noordenveld,Drenthe
1635,Een-West,8,9343–9343,Noordenveld,Drenthe
1634,Een,3,9342–9342,Noordenveld,Drenthe
1633,Alteveer,8,9306–9306,Noordenveld,Drenthe
1632,Well,4,5325–5325,Maasdriel,Gelderland
1631,Velddriel,9,5334–5334,Maasdriel,Gelderland
1630,Rossum,6,5328–5328,Maasdriel,Gelderland
1629,Kerkdriel,9,5331–5331,Maasdriel,Gelderland
1628,Hurwenen,8,5327–5327,Maasdriel,Gelderland
1627,Hoenzadriel,11,5333–5333,Maasdriel,Gelderland
1626,Heerewaarden,12,6624–6624,Maasdriel,Gelderland
1625,Hedel,5,5321–5321,Maasdriel,Gelderland
1624,Ammerzoden,10,5324–5324,Maasdriel,Gelderland
1623,Alem,4,5335–5335,Maasdriel,Gelderland
1622,Voorburg,8,2271–2275,Leidschendam-Voorburg,Zuid-Holland
1621,Leidschendam,12,2261–2267,Leidschendam-Voorburg,Zuid-Holland
1620,Cromvoirt,9,5266–5266,Vught,Noord-Brabant
1619,Vught,5,5261–5264,Vught,Noord-Brabant
1618,Schiphol,8,1117–1118,Haarlemmermeer,Noord-Holland
1617,Badhoevedorp,12,1171–1171,Haarlemmermeer,Noord-Holland
1616,Lijnden,7,1175–1175,Haarlemmermeer,Noord-Holland
1615,Boesingheliede,14,2143–2143,Haarlemmermeer,Noord-Holland
1614,Zwanenburg,10,1161–1161,Haarlemmermeer,Noord-Holland
1613,Vijfhuizen,10,2141–2141,Haarlemmermeer,Noord-Holland
1612,Cruquius,8,2142–2142,Haarlemmermeer,Noord-Holland
1611,Zwaanshoek,10,2136–2136,Haarlemmermeer,Noord-Holland
1610,Beinsdorp,9,2144–2144,Haarlemmermeer,Noord-Holland
1609,Lisserbroek,11,2165–2165,Haarlemmermeer,Noord-Holland
1608,Abbenes,7,2157–2157,Haarlemmermeer,Noord-Holland
1607,Buitenkaag,10,2158–2158,Haarlemmermeer,Noord-Holland
1606,Weteringbrug,12,2156–2156,Haarlemmermeer,Noord-Holland
1605,Leimuiderbrug,13,2155–2155,Haarlemmermeer,Noord-Holland
1604,Schiphol-Rijk,13,1119–1119,Haarlemmermeer,Noord-Holland
1603,Burgerveen,10,2154–2154,Haarlemmermeer,Noord-Holland
1602,Nieuw-Vennep,12,2151–2153,Haarlemmermeer,Noord-Holland
1601,Rijsenhout,10,1435–1435,Haarlemmermeer,Noord-Holland
1600,Aalsmeerderbrug,15,1436–1436,Haarlemmermeer,Noord-Holland
1599,Oude Meer,9,1438–1438,Haarlemmermeer,Noord-Holland
1598,Rozenburg,9,1437–1437,Haarlemmermeer,Noord-Holland
1597,Hoofddorp,9,2131–2135,Haarlemmermeer,Noord-Holland
1596,Rosmalen,8,5241–5249,'s-Hertogenbosch,Noord-Brabant
1595,'s-Hertogenbosch,16,5201–5237,'s-Hertogenbosch,Noord-Brabant
1594,Barendrecht,11,2991–2993,Barendrecht,Zuid-Holland
1593,Moerstraten,11,4727–4727,Roosendaal,Noord-Brabant
1592,Wouwse Plantage,15,4725–4725,Roosendaal,Noord-Brabant
1591,Nispen,6,4709–4709,Roosendaal,Noord-Brabant
1590,Heerle,6,4726–4726,Roosendaal,Noord-Brabant
1589,Wouw,4,4724–4724,Roosendaal,Noord-Brabant
1588,Roosendaal,10,4701–4708,Roosendaal,Noord-Brabant
1587,Breedenbroek,12,7084–7084,Oude IJsselstreek,Gelderland
1586,Voorst,6,7083–7083,Oude IJsselstreek,Gelderland
1585,Gendringen,10,7081–7081,Oude IJsselstreek,Gelderland
1584,Megchelen,9,7078–7078,Oude IJsselstreek,Gelderland
1583,Netterden,9,7077–7077,Oude IJsselstreek,Gelderland
1582,Varsselder,10,7076–7076,Oude IJsselstreek,Gelderland
1581,Etten,5,7075–7075,Oude IJsselstreek,Gelderland
1580,Ulft,4,7071–7071,Oude IJsselstreek,Gelderland
1579,Sinderen,8,7065–7065,Oude IJsselstreek,Gelderland
1578,Silvolde,8,7064–7064,Oude IJsselstreek,Gelderland
1577,Terborg,7,7061–7061,Oude IJsselstreek,Gelderland
1576,Heelweg,7,7055–7055,Oude IJsselstreek,Gelderland
1575,Westendorp,10,7054–7054,Oude IJsselstreek,Gelderland
1574,Varsseveld,10,7051–7051,Oude IJsselstreek,Gelderland
1573,Budel-Dorplein,14,6024–6024,Cranendonck,Noord-Brabant
1572,Budel-Schoot,12,6023–6023,Cranendonck,Noord-Brabant
1571,Budel,5,6021–6021,Cranendonck,Noord-Brabant
1570,Gastel,6,6028–6028,Cranendonck,Noord-Brabant
1569,Soerendonk,10,6027–6027,Cranendonck,Noord-Brabant
1568,Maarheeze,9,6026–6026,Cranendonck,Noord-Brabant
1567,Holten,6,7451–7451,Rijssen-Holten,Overijssel
1566,Rijssen,7,7461–7463,Rijssen-Holten,Overijssel
1565,Venebrugge,10,7792–7792,Hardenberg,Overijssel
1564,Slagharen,9,7776–7776,Hardenberg,Overijssel
1563,Sibculo,7,7693–7693,Hardenberg,Overijssel
1562,Schuinesloot,12,7777–7777,Hardenberg,Overijssel
1561,Rheezerveen,11,7797–7797,Hardenberg,Overijssel
1560,Rheeze,6,7794–7794,Hardenberg,Overijssel
1559,Radewijk,8,7791–7791,Hardenberg,Overijssel
1558,Mariënberg,10,7692–7692,Hardenberg,Overijssel
1557,Lutten,6,7775–7775,Hardenberg,Overijssel
1556,Loozen,6,7778–7778,Hardenberg,Overijssel
1555,Kloosterhaar,12,7694–7694,Hardenberg,Overijssel
1554,Hoogenweg,9,7793–7793,Hardenberg,Overijssel
1553,Holthone,8,7779–7779,Hardenberg,Overijssel
1552,Holtheme,8,7787–7787,Hardenberg,Overijssel
1551,Heemserveen,11,7796–7796,Hardenberg,Overijssel
1549,Gramsbergen,11,7783–7783,Hardenberg,Overijssel
1548,Diffelen,8,7795–7795,Hardenberg,Overijssel
1547,Den Velde,9,7786–7786,Hardenberg,Overijssel
1546,Dedemsvaart,11,7701–7702,Hardenberg,Overijssel
1545,De Krim,7,7781–7782,Hardenberg,Overijssel
1544,Collendoorn,11,7798–7798,Hardenberg,Overijssel
1542,Brucht,6,7696–7696,Hardenberg,Overijssel
1541,Bergentheim,11,7691–7691,Hardenberg,Overijssel
1540,Balkbrug,8,7707–7707,Hardenberg,Overijssel
1539,Anevelde,8,7785–7785,Hardenberg,Overijssel
1538,Anerveen,8,7788–7788,Hardenberg,Overijssel
1537,Ane,3,7784–7784,Hardenberg,Overijssel
1536,Keijenborg,10,7256–7256,Bronckhorst,Gelderland
1535,“Hengelo (Gld)”,15,7255–7255,Bronckhorst,Gelderland
1532,Vierakker,9,7233–7233,Bronckhorst,Gelderland
1531,Toldijk,7,7227–7227,Bronckhorst,Gelderland
1530,Bronkhorst,10,7226–7226,Bronckhorst,Gelderland
1529,Olburgen,8,7225–7225,Bronckhorst,Gelderland
1528,Rha,3,7224–7224,Bronckhorst,Gelderland
1527,Baak,4,7223–7223,Bronckhorst,Gelderland
1526,Steenderen,10,7221–7221,Bronckhorst,Gelderland
1523,Hummelo,7,6999–6999,Bronckhorst,Gelderland
1522,Laag-Keppel,11,6998–6998,Bronckhorst,Gelderland
1521,Hoog-Keppel,11,6997–6997,Bronckhorst,Gelderland
1520,Drempt,6,6996–6996,Bronckhorst,Gelderland
1519,Muiderberg,10,1399–1399,Gooise Meren,Noord-Holland
1517,Evertsoord,10,5977–5977,Horst aan de Maas,Limburg
1516,Kronenberg,10,5976–5976,Horst aan de Maas,Limburg
1515,Sevenum,7,5975–5975,Horst aan de Maas,Limburg
1514,Wijdenes,8,1608–1608,Drechterland,Noord-Holland
1513,Westwoud,8,1617–1617,Drechterland,Noord-Holland
1512,Venhuizen,9,1606–1606,Drechterland,Noord-Holland
1511,Schellinkhout,13,1697–1697,Drechterland,Noord-Holland
1510,Oosterleek,10,1609–1609,Drechterland,Noord-Holland
1508,Hoogkarspel,11,1616–1616,Drechterland,Noord-Holland
1507,Hem,3,1607–1607,Drechterland,Noord-Holland
1506,Laag-Soeren,11,6957–6957,Rheden,Gelderland
1505,Spankeren,9,6956–6956,Rheden,Gelderland
1504,Dieren,6,6951–6953,Rheden,Gelderland
1503,Ellecom,7,6955–6955,Rheden,Gelderland
1502,De Steeg,8,6994–6994,Rheden,Gelderland
1501,Rheden,6,6991–6991,Rheden,Gelderland
1500,Velp,4,6881–6883,Rheden,Gelderland
1499,Nieuw-Heeten,12,8112–8112,Raalte,Overijssel
1498,Heeten,6,8111–8111,Raalte,Overijssel
1497,Broekland,9,8107–8107,Raalte,Overijssel
1496,Lierderholthuis,15,8144–8144,Raalte,Overijssel
1495,Laag Zuthem,11,8055–8055,Raalte,Overijssel
1494,Luttenberg,10,8105–8105,Raalte,Overijssel
1493,Mariënheem,10,8106–8106,Raalte,Overijssel
1492,Heino,5,8141–8141,Raalte,Overijssel
1491,Raalte,6,8101–8103,Raalte,Overijssel
1490,Westerland,10,1778–1778,Hollands Kroon,Noord-Holland
1489,Den Oever,9,1779–1779,Hollands Kroon,Noord-Holland
1488,Hippolytushoef,14,1777–1777,Hollands Kroon,Noord-Holland
1487,Winterswijk Corle,17,7119–7119,Winterswijk,Gelderland
1486,Winterswijk Brinkheurne,23,7115–7115,Winterswijk,Gelderland
1485,Winterswijk Henxel,18,7113–7113,Winterswijk,Gelderland
1484,Winterswijk Miste,17,7109–7109,Winterswijk,Gelderland
1483,Winterswijk Woold,17,7108–7108,Winterswijk,Gelderland
1482,Winterswijk Kotten,18,7107–7107,Winterswijk,Gelderland
1481,Winterswijk Ratum,17,7106–7106,Winterswijk,Gelderland
1480,Winterswijk Huppel,18,7105–7105,Winterswijk,Gelderland
1479,Winterswijk Meddo,17,7104–7104,Winterswijk,Gelderland
1478,Winterswijk,11,7101–7103,Winterswijk,Gelderland
1477,Papendrecht,11,3351–3356,Papendrecht,Zuid-Holland
1476,Belfeld,7,5951–5951,Venlo,Limburg
1475,Steyl,5,5935–5935,Venlo,Limburg
1474,Tegelen,7,5931–5932,Venlo,Limburg
1473,Venlo,5,5901–5928,Venlo,Limburg
1471,Winschoten,10,9671–9675,Oldambt,Groningen
1470,Wemeldinge,10,4424–4424,Kapelle,Zeeland
1469,Schore,6,4423–4423,Kapelle,Zeeland
1468,Kloetinge,9,4482–4482,Kapelle,Zeeland
1467,Kapelle,7,4421–4421,Kapelle,Zeeland
1466,Lisse,5,2161–2163,Lisse,Zuid-Holland
1465,Ulestraten,10,6235–6235,Meerssen,Limburg
1464,Moorveld,8,6237–6237,Meerssen,Limburg
1463,Meerssen,8,6231–6231,Meerssen,Limburg
1462,Geulle,6,6243–6243,Meerssen,Limburg
1461,Bunde,5,6241–6241,Meerssen,Limburg
1460,Westerhoven,11,5563–5563,Bergeijk,Noord-Brabant
1459,Riethoven,9,5561–5561,Bergeijk,Noord-Brabant
1458,Luyksgestel,11,5575–5575,Bergeijk,Noord-Brabant
1457,Bergeijk,8,5571–5571,Bergeijk,Noord-Brabant
1456,Best,4,5681–5684,Best,Noord-Brabant
1455,“Vianen NB”,11,5434–5434,Cuijk,Noord-Brabant
1454,Sint Agatha,11,5435–5435,Cuijk,Noord-Brabant
1453,Linden,6,5439–5439,Cuijk,Noord-Brabant
1452,“Katwijk NB”,12,5433–5433,Cuijk,Noord-Brabant
1451,Haps,4,5443–5443,Cuijk,Noord-Brabant
1450,Cuijk,5,5431–5432,Cuijk,Noord-Brabant
1449,“Beers NB”,10,5437–5437,Cuijk,Noord-Brabant
1448,Mariahout,9,5738–5738,Laarbeek,Noord-Brabant
1447,Lieshout,8,5737–5737,Laarbeek,Noord-Brabant
1446,Beek en Donk,12,5741–5741,Laarbeek,Noord-Brabant
1445,Aarle-Rixtel,12,5735–5735,Laarbeek,Noord-Brabant
1444,Markelo,7,7475–7475,Hof van Twente,Overijssel
1443,Hengevelde,10,7496–7496,Hof van Twente,Overijssel
1442,Goor,4,7471–7472,Hof van Twente,Overijssel
1441,Diepenheim,10,7478–7478,Hof van Twente,Overijssel
1440,Delden,6,7491–7491,Hof van Twente,Overijssel
1439,Bentelo,7,7497–7497,Hof van Twente,Overijssel
1438,Ambt delden,11,7495–7495,Hof van Twente,Overijssel
1437,Schelluinen,11,4209–4209,Molenlanden,Zuid-Holland
1436,Noordeloos,10,4225–4225,Molenlanden,Zuid-Holland
1435,Hoornaar,8,4223–4223,Molenlanden,Zuid-Holland
1434,Hoogblokland,12,4221–4221,Molenlanden,Zuid-Holland
1433,Giessenburg,11,3381–3381,Molenlanden,Zuid-Holland
1432,Arkel,5,4241–4241,Molenlanden,Zuid-Holland
1431,Vijlen,6,6294–6294,Vaals,Limburg
1430,Lemiers,7,6295–6295,Vaals,Limburg
1429,Vaals,5,6291–6291,Vaals,Limburg
1428,Helvoirt,8,5268–5268,Haaren,Noord-Brabant
1427,Haaren,6,5076–5076,Haaren,Noord-Brabant
1426,Esch,4,5296–5296,Haaren,Noord-Brabant
1425,Biezenmortel,12,5074–5074,Haaren,Noord-Brabant
1423,Oudezijl,8,9691–9691,Oldambt,Groningen
1422,Drieborg,8,9688–9688,Oldambt,Groningen
1421,Nieuw Beerta,12,9687–9687,Oldambt,Groningen
1420,Bad Nieuweschans,16,9693–9693,Oldambt,Groningen
1419,Finsterwolde,12,9684–9684,Oldambt,Groningen
1417,Weerselo,8,7595–7595,Dinkelland,Overijssel
1416,Tilligte,8,7634–7634,Dinkelland,Overijssel
1415,Saasveld,8,7597–7597,Dinkelland,Overijssel
1414,Rossum,6,7596–7596,Dinkelland,Overijssel
1413,Oud Ootmarsum,13,7637–7637,Dinkelland,Overijssel
1412,Ootmarsum,9,7631–7631,Dinkelland,Overijssel
1411,Nutter,6,7638–7638,Dinkelland,Overijssel
1410,Lattrop-Breklenkamp,19,7635–7635,Dinkelland,Overijssel
1409,Deurningen,10,7561–7561,Dinkelland,Overijssel
1408,Denekamp,8,7591–7591,Dinkelland,Overijssel
1407,Agelo,5,7636–7636,Dinkelland,Overijssel
1406,Maastricht,10,6201–6229,Maastricht,Limburg
1405,Steenbergen,11,4651–4652,Steenbergen,Noord-Brabant
1404,Nieuw-Vossemeer,15,4681–4681,Steenbergen,Noord-Brabant
1403,Kruisland,9,4756–4756,Steenbergen,Noord-Brabant
1402,Dinteloord,10,4671–4671,Steenbergen,Noord-Brabant
1401,De Heen,7,4655–4655,Steenbergen,Noord-Brabant
1400,“Elst Ut”,9,3921–3922,Rhenen,Utrecht
1399,Rhenen,6,3911–3912,Rhenen,Utrecht
1398,Nieuwe Pekela,13,9663–9663,Pekela,Groningen
1397,Oude Pekela,11,9665–9665,Pekela,Groningen
1396,Warnsveld,9,7231–7232,Zutphen,Gelderland
1395,Zutphen,7,7201–7207,Zutphen,Gelderland
1394,Nieuwer Ter Aa,14,3626–3626,Stichtse Vecht,Utrecht
1393,Kockengen,9,3628–3628,Stichtse Vecht,Utrecht
1392,Breukelen,9,3621–3621,Stichtse Vecht,Utrecht
1390,Zuidland,8,3214–3214,Nissewaard,Zuid-Holland
1389,Simonshaven,11,3212–3212,Nissewaard,Zuid-Holland
1388,Oudenhoorn,10,3227–3227,Hellevoetsluis,Zuid-Holland
1387,Heenvliet,9,3218–3218,Nissewaard,Zuid-Holland
1386,Geervliet,9,3211–3211,Nissewaard,Zuid-Holland
1385,Abbenbroek,10,3216–3216,Nissewaard,Zuid-Holland
1384,Veldhoven,9,5501–5509,Veldhoven,Noord-Brabant
1383,Marle,5,8198–8198,Olst-Wijhe,Overijssel
1382,Welsum,6,8196–8196,Olst-Wijhe,Overijssel
1381,Wesepe,6,8124–8124,Olst-Wijhe,Overijssel
1380,Wijhe,5,8131–8131,Olst-Wijhe,Overijssel
1379,Olst,4,8121–8121,Olst-Wijhe,Overijssel
1378,"Firdgum /Furdgum",17,8852–8852,Waadhoeke,Fryslân
1377,"Tzummarum /Tsjummearum",23,8851–8851,Waadhoeke,Fryslân
1376,"Klooster Lidlum /Kleaster-Lidlum",33,8853–8853,Waadhoeke,Fryslân
1375,"Oosterbierum /Easterbierrum",28,8854–8854,Waadhoeke,Fryslân
1374,"Pietersbierum /Pitersbierrum",29,8856–8856,Waadhoeke,Fryslân
1373,"Sexbierum /Seisbierrum",23,8855–8855,Waadhoeke,Fryslân
1372,"Dongjum /Doanjum",17,8808–8808,Waadhoeke,Fryslân
1371,Boer,4,8809–8809,Waadhoeke,Fryslân
1370,"Ried /Rie",10,8811–8811,Waadhoeke,Fryslân
1369,"Schalsum /Skalsum",18,8813–8813,Waadhoeke,Fryslân
1368,Peins,5,8812–8812,Waadhoeke,Fryslân
1367,"Zweins /Sweins",15,8814–8814,Waadhoeke,Fryslân
1366,"Franeker /Frjentsjer",21,8801–8802,Waadhoeke,Fryslân
1365,"Herbaijum /Hjerbeam",20,8807–8807,Waadhoeke,Fryslân
1364,Achlum,6,8806–8806,Waadhoeke,Fryslân
1363,"Hitzum /Hitsum",15,8805–8805,Waadhoeke,Fryslân
1362,"Tzum /Tsjom",12,8804–8804,Waadhoeke,Fryslân
1361,Woudbloem,9,9618–9618,Midden-Groningen,Groningen
